Enter the filename of students' data list:students.csv
Enter the filename of schools' data list:schools.csv

Successfully imported data of 41 student(s)!
ID: 20031, Name: Chiro, Score: 685
Wish No.2: Searching for school (ID: 20007)...Success!
Checking if can be admitted...Yes!
Trying subject No.1: ID: 202...Admitted!
Result: 1.
Processing student with ID 20821...
Wish No.1: Searching for school (ID: 20001)...Success!
Checking if can be admitted...Yes!
Trying subject No.1: ID: 203...Not found!
E: Cannot find the subject with ID 203!
Result: 0.
Processing student with ID 20529...
Wish No.1: Searching for school (ID: 20007)...Success!
Checking if can be admitted...Yes!
Trying subject No.1: ID: 201...Cannot be admitted!
Trying subject No.2: ID: 201...Cannot be admitted!
Checking if can be exchanged...No. Rejected.
Result: 3.
Processing student with ID 20582...
Wish No.1: Searching for school (ID: 20005)...Success!
Checking if can be admitted...No.
Wish No.2: Searching for school (ID: 20007)...Success!
Checking if can be admitted...Yes!
Trying subject No.1: ID: 204...Admitted!
Result: 1.
Processing student with ID 20542...
Wish No.1: Searching for school (ID: 20006)...Success!
Checking if can be admitted...Yes!
Trying subject No.1: ID: 201...Cannot be admitted!
Checking if can be exchanged...No. Rejected.
Result: 3.
Processing student with ID 20511...
Wish No.1: Searching for school (ID: 20001)...Success!
Checking if can be admitted...Yes!
Trying subject No.1: ID: 201...Admitted!
Result: 1.
Processing student with ID 20871...
Wish No.1: Searching for school (ID: 20001)...Success!
Checking if can be admitted...Yes!
Trying subject No.1: ID: 201...Cannot be admitted!
Trying subject No.2: ID: 203...Not found!
E: Cannot find the subject with ID 203!
Result: 0.
Processing student with ID 20876...
Wish No.1: Searching for school (ID: 20003)...Success!
Checking if can be admitted...Yes!
Trying subject No.1: ID: 201...Admitted!
Result: 1.
Processing student with ID 20909...
Wish No.1: Searching for school (ID: 20001)...Success!
Checking if can be admitted...Yes!
Trying subject No.1: ID: 201...Cannot be admitted!
Trying subject No.2: ID: 204...Not found!
E: Cannot find the subject with ID 204!
Result: 0.
Processing student with ID 20593...
Wish No.1: Searching for school (ID: 20001)...Success!
Checking if can be admitted...Yes!
Trying subject No.1: ID: 201...Cannot be admitted!
Checking if can be exchanged...Yes!
Getting the subject with least remaining...It's ID 202...Making exchange...Admitted!
Result: 1.
Processing student with ID 20746...
Wish No.1: Searching for school (ID: 20005)...Success!
Checking if can be admitted...No.
Wish No.2: Searching for school (ID: 20002)...Success!
Checking if can be admitted...No.
Wish No.3: Searching for school (ID: 20006)...Success!
Checking if can be admitted...Yes!
Trying subject No.1: ID: 203...Admitted!
Result: 1.
Processing student with ID 20718...
Wish No.1: Searching for school (ID: 20004)...Success!
Checking if can be admitted...Yes!
Trying subject No.1: ID: 201...Cannot be admitted!
Trying subject No.2: ID: 202...Admitted!
Result: 1.
Processing student with ID 20564...
Wish No.1: Searching for school (ID: 20004)...Success!
Checking if can be admitted...Yes!
Trying subject No.1: ID: 202...Cannot be admitted!
Trying subject No.2: ID: 204...Admitted!
Result: 1.
Processing student with ID 20885...
Wish No.1: Searching for school (ID: 20001)...Success!
Checking if can be admitted...Yes!
Trying subject No.1: ID: 201...Cannot be admitted!
Checking if can be exchanged...No. Rejected.
Result: 3.
Processing student with ID 20559...
Wish No.1: Searching for school (ID: 20006)...Success!
Checking if can be admitted...Yes!
Trying subject No.1: ID: 201...Cannot be admitted!
Trying subject No.2: ID: 203...Cannot be admitted!
Trying subject No.3: ID: 201...Cannot be admitted!
Checking if can be exchanged...Yes!
Getting the subject with least remaining...It's ID 202...Making exchange...Admitted!
Result: 1.
Enter the name of file you want to save the result:results.csv

Process finished with exit code 0
